"id","code","name"
"ocupacao_457","225235","Médico cirurgião plástico"
"ocupacao_458","225230","Médico cirurgião pediátrico"
"ocupacao_459","225225","Médico cirurgião geral"
"ocupacao_460","225220","Médico cirurgião do aparelho digestivo"
"ocupacao_461","225215","Médico cirurgião de cabeça e pescoço"
"ocupacao_462","225210","Médico cirurgião cardiovascular"
"ocupacao_463","225203","Médico em cirurgia vascular"
"ocupacao_464","225305","Médico citopatologista"
"ocupacao_465","225310","Médico em endoscopia"
"ocupacao_466","225315","Médico em medicina nuclear"
"ocupacao_467","225320","Médico em radiologia e diagnóstico por imagem"
"ocupacao_468","225350","Médico neurofisiologista clínico"
"ocupacao_469","225330","Médico radioterapeuta"
"ocupacao_470","225335","Médico patologista clínico / medicina laboratorial"
"ocupacao_471","225340","Médico hemoterapeuta"
"ocupacao_472","225345","Médico hiperbarista"
"ocupacao_473","225325","Médico patologista"
"ocupacao_474","231105","Professor de nível superior na educação infantil (quatro a seis anos)"
"ocupacao_475","231110","Professor de nível superior na educação infantil (zero a três anos)"
"ocupacao_476","231210","Professor de nível superior do ensino fundamental (primeira a quarta série)"
"ocupacao_477","231205","Professor da  educação de jovens e adultos do ensino fundamental (primeira a quarta série)"
"ocupacao_478","231315","Professor de educação física do ensino fundamental"
"ocupacao_479","231305","Professor de ciências exatas e naturais do ensino fundamental"
"ocupacao_480","231310","Professor de educação artística do ensino fundamental"
"ocupacao_481","231330","Professor de língua estrangeira moderna do ensino fundamental"
"ocupacao_482","231325","Professor de história do ensino fundamental"
"ocupacao_483","231340","Professor de matemática do ensino fundamental"
"ocupacao_484","231335","Professor de língua portuguesa do ensino fundamental"
"ocupacao_485","231320","Professor de geografia do ensino fundamental"
"ocupacao_486","232140","Professor de história no ensino médio"
"ocupacao_487","232150","Professor de língua estrangeira moderna no ensino médio"
"ocupacao_488","232160","Professor de psicologia no ensino médio"
"ocupacao_489","232165","Professor de química no ensino médio"
"ocupacao_490","232155","Professor de matemática no ensino médio"
"ocupacao_491","232170","Professor de sociologia no ensino médio"
"ocupacao_492","232145","Professor de língua e literatura brasileira no ensino médio"
"ocupacao_493","232115","Professor de disciplinas pedagógicas no ensino médio"
"ocupacao_494","232110","Professor de biologia no ensino médio"
"ocupacao_495","232135","Professor de geografia no ensino médio"
"ocupacao_496","232130","Professor de física no ensino médio"
"ocupacao_497","232125","Professor de filosofia no ensino médio"
"ocupacao_498","232120","Professor de educação física no ensino médio"
"ocupacao_499","232105","Professor de artes no ensino médio"
"ocupacao_500","233135","Professor de tecnologia e cálculo técnico"
"ocupacao_501","233130","Professor de técnicas industriais"
"ocupacao_502","233125","Professor de técnicas de enfermagem"
"ocupacao_503","233120","Professor de técnicas comerciais e secretariais"
"ocupacao_504","233115","Professor de técnicas agrícolas"
"ocupacao_505","233110","Professor de desenho técnico"
"ocupacao_506","233105","Professor da área de meio ambiente"
"ocupacao_507","233225","Professor instrutor de ensino e aprendizagem em serviços"
"ocupacao_508","233220","Professor instrutor de ensino e aprendizagem agroflorestal"
"ocupacao_509","233215","Professor de aprendizagem e treinamento comercial"
"ocupacao_510","233205","Instrutor de aprendizagem e treinamento agropecuário"
"ocupacao_511","233210","Instrutor de aprendizagem e treinamento industrial"
"ocupacao_512","234105","Professor de matemática aplicada (no ensino superior)"
"ocupacao_513","234110","Professor de matemática pura (no ensino superior)"
"ocupacao_514","234115","Professor de estatística (no ensino superior)"
"ocupacao_515","234120","Professor de computação (no ensino superior)"
"ocupacao_516","234125","Professor de pesquisa operacional (no ensino superior)"
"ocupacao_517","234205","Professor de física (ensino superior)"
"ocupacao_518","234215","Professor de astronomia (ensino superior)"
"ocupacao_519","234210","Professor de química (ensino superior)"
"ocupacao_520","234305","Professor de arquitetura"
"ocupacao_521","234315","Professor de geofísica"
"ocupacao_522","234310","Professor de engenharia"
